Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Plu. 450A,λόγ-,ἀλόγῳ,C.-G. de Méziriac,1796,Gt2,apud Wyttenbach
Plu. 450A,ὑγεί-,ὑγίεια,Gregorios Bernardakis,1891,Barb. 182 (G),
Plu. 451B,μαθηματικοῦ,παθητικοῦ μὴ,Reiske,1757,codd.,
Plu. 451F,νικῶν/οἶκον,ἠθικὸν,Joachim Camerarius,1796,Barb. 182 (G),apud Wyttenbach
Plu. 452A,-ῶντι,οἰδοῦντι,Gregorios Bernardakis,1891,J1cO2,
Plu. 455E,τὴν -αν,τῆς ἰατρείας,Reiske,1757,GJ1KX3,
Plu. 456A,σχολὴν,σχέδην,Willem Canter,1571,GS2,
Plu. 456B,κᾷθ' ὅπλα,καὶ θὦπλα,Meineke,1867,Paris. gr. 1955 (C),p. 295
Plu. 457D,ἡ μὲν,ἡ γὰρ,Reiske,1757,NΔ,
Plu. 458A,-ῃ,στρατιώτην,Carl Stegmann,1886,codd. praeter NΠ,p. 23
Plu. 460C,κολάζοντας,κ. κολάσαντας δὲ,Reiske,1757,vers. Syr.,
Plu. 525C,διαπεπραγμένου,-πεπραμ-,Reiske,1757,hi,'divenditi'
Plu. 529D,-ειν,βλάπτον,Reiske,1757,GslD,
Plu. 530B,ἐ. δὴ,ἐῶ δὲ,Adolph Emperius,1847,Mazarin. 4458 (R),a.c.
Plu. 533E,ἑ. ὁρᾷ,ἑτέρους ὅρα,Madvig,1871,Dpc,'alios circumspice'
Plu. 547D,ὅπου κόλακι καὶ παρασίτῳ,ὅ. καὶ κ. καὶ π.,Reiske,1757,Paris. gr. 1956 (D),
Plu. 547F,τι -άλα,τι μέγα,Reiske,1757,Marc. 511 (Z),
Plu. 552D,τι -οῖ,κύοι,W. R. Paton,1929,Escor. X-I-13 (ζ),
Plu. 560A,ἀνέστρε-,ἐνέτρεψε,Reiske,1757,Laur. Plut. 56.5 (l),m. sec.
Plu. 560D,ἄ. τ.,ἄχρι δὲ τοῦ,C.-G. de Méziriac,1828,Vat. gr. 264 (S),m. pr.
Plu. 566E,φορᾷ,φθορὰν,Reiske,1777,l2,
Plu. 574A,τὰ πρὸς τοῦ Π.,τὰ τοῦ Πλάτωνος,Daniel Wyttenbach,1828,Ambros. E 10 sup. (m),
Plu. 614B,ἀποερέ-,ἀποβρέγμασι,Wilhelm Xylander,1574,Vindob. 148 (T),m. post.
Plu. 644C,κ. ἥκει,κἂν ἥκῃ,Theodor Doehner,1864,g𝔓,p. 81
Plu. 653A,ἰάσασθ-,ἰᾶσθαι,Reiske,1757,Tpc,
Plu. 659D,"δ., ο. -ος","δύναμιν, οὐκ ἄδηλον",Turnebus,1599,Palat. 170 (g),
Plu. 661D,κατάθεσις,συγκ-,Turnebus,1599,PSI XVI 1608,
Plu. 662A,-λειφ-,μυραλοιφίαν,Wilhelm Xylander,1574,Paris. gr. 1672 (E),
Plu. 720A,τὸ μὲν … τὸ δὲ,τῷ μὲν … τῷ δ',Niccolò Leonico Tomeo,1572,Tpc,apud Stephanum
Plu. 721B,καινῶι,κενῷ,Wilhelm Xylander,1574,Vindob. 148 (T),m. post.
Plu. 722B,ἦς τὰ θέρος,ᾖ σταθερός,Niccolò Leonico Tomeo,1572,g (teste Wyttenbach),apud Stephanum
Plu. 728B,-ε,φαίνεσθαι,Wilhelm Xylander,1574,Tpc,
Plu. 730B,ληϊβότειρ-,ληιβότειραν,Wilhelm Xylander,1574,Tpc,
Plu. 734B,-οντες,εἰσφέρουσαι,Niccolò Leonico Tomeo,1572,g (teste Wyttenbach),apud Stephanum
Plu. 777A,-τείας,στρατιᾶς,Adamantios Korais,1824,Vat. gr. 1009 (y),
Plu. 777A,κάτ-,βάτων,Daniel Wyttenbach,1797,yΦ,
Plu. 778C,ἥδιον,ἦν ἥδιον,Reiske,1757,Vat. gr. 1009 (y),
Plu. 778D,τῷ π. ε.,τῷ εὖ πάσχειν,G. E. Benseler,1841,Vat. gr. 1009 (y),p. 508
Plu. 779A,ὁ τ. κ. τὴν λύραν,ὁ ταύτην κτησάμενος,Henrik van Herwerden,1877,Vat. gr. 1009 (y),Plu. et Luc. p. 31
Plu. 779F,φαίνεσθ-,φανεῖσθαι,Madvig,1871,Stob. A2,
Plu. 782A,δὲ ὡς,δέον,Wilhelm Xylander,1574,Vat. gr. 1009 (y),
Plu. 782A,δέων,δέω,Madvig,1871,Ambros. 528 (O),m. sec. in marg.
Plu. 785A,διδασκαλίῃ,δ. δὲ,Turnebus,1599,Jy,
Plu. 787A,ἀ. τ. τ. γ.,γενομένην ἀπὸ τῶν τυχόντων,Daniel Wyttenbach,1797,Vat. gr. 1009 (y),
Plu. 787C,διὰ τὸ φλέγ-,διαφλέγεσθαι,Madvig,1871,Vat. gr. 1009 (y),
Plu. 794D,-ην,ἡττημένων,Daniel Wyttenbach,1830,X1y,
Plu. 796A,-είας,παιδιὰς,Wilhelm Xylander,1570,J1,
Plu. 798E,-τρέφ-,ἀνατρέπεται,Hadrianus Junius,1830,Rypcβ2,apud Wyttenbach
Plu. 806E,ἐξέπτη/γὰρ ἐ.,παρεξέπτη,Gregorios Bernardakis,1893,d1zυ2,
Plu. 808B,ἀναφέρει,ἀνέφερε,Reiske,1757,ΦJΣ,
Plu. 829C,μηδέ τ' ὄντος,μηδ' ἔτ' ὄντος,Reiske,1757,Harl. 5612 (h),
Plu. 829D,-ας,πλεονεξίαν,Reiske,1757,Xpcz,
Plu. 841D,-κίῳ,Λυκείῳ,Wilhelm Xylander,1574,Paris. gr. 1672 (E),
Plu. 957A,ὁ τ. θ.,τῆς θαλάσσης,Wilhelm Xylander,1797,ba (Θ),apud Wyttenbach
Plu. 960D,οὕτως,οὗτος,C.-G. de Méziriac,1797,Palat. 170 (g),apud Wyttenbach
Plu. 960D,ἀνδρεί-,ἀνανδρ(ε)ίαν,C.-G. de Méziriac,1800,Ambros. 881 (J),apud Wyttenbach; m. sec.
Plu. 970F,-ῷ,ταπεινῶν,Reiske,1757,Paris. gr. 1957 (F),
Plu. 979D,ἡ τῆς λ. περίδραξις,ἡ τοῦ λίθου π.,Reiske,1757,Athous 268 (Q),
Plu. 982C,περὶ,παρὰ,Gregorios Bernardakis,1895,Laur. Plut. 56.4 (i),
Plu. 986E,πρὸς ὑμᾶς,πρόθυμος,Reiske,1757,Patav. 560 + Palat. Heidelb. 153 (P),m. sec.
Plu. 986F,ἀπ' αὐτῆς,ἀφ' αὑτῆς,Gregorios Bernardakis,1895,Paris. gr. 1675 (B),
Plu. 990D,Ἀργαῖον,Ἄργυννον,Paulus Leopardus,1568,Paris. gr. 2955,p. 94; marg.
Plu. 991B,ἀπ-,ἐπαντλούμενα,Daniel Wyttenbach,1800,Paris. gr. 1957 (F),
Plu. 996E,ἐκτέμν-,ἐκτεμόντας,Henrik van Herwerden,1877,Palat. 170 (g),Plu. et Luc. p. 38
Plu. 1000A,λ. μ.,μὲν λαβεῖν,Adolph Emperius,1847,Paris. gr. 1675 (B),p. 340
Plu. 1007F,ἐν μὲν τ.,μὲν ἐν τοῖς,Richard Heinze,1892,XJ1E,p. 165
Plu. 1013B,-τικῆς,νοητῆς,Daniel Wyttenbach,1800,Laur. Ashb. 1444 (f),
Plu. 1017B,ὁμοίως,ὅμως,Daniel Wyttenbach,1800,Paris. gr. 1042 (m),
Plu. 1018B,ἐφ',ἀφ',Wilhelm Xylander,1592,Paris. gr. 1675 (B),
Plu. 1022D,σχέσ-,σχίσει,Turnebus,1599,Paris. gr. 1042 (m),
Plu. 1023E,-η,λέγειν,Daniel Wyttenbach,1800,Laur. Plut. 70.5 (e),
Plu. 1087B,ψυχῆς ἀναπεμπομένης,ψ. -η,Reiske,1757,Paris. gr. 1671 (A),m. ter.
Plu. 1088C,οὐκ ἐν,ἐν,Jacques Amyot,1572,Vat. gr. 139 (γ),a.c.
Plu. 1089D,εὐπάθ-,εὐστάθειαν,Wilhelm Xylander,1599,Escor. R-I-5 (K),
Plu. 1133B,-ωνα,φιλάμμονα,Georgios Hatzidakis,1901,J s,
Plu. 1135D,τ. πρῶτον ε.,τῶν πρώτων εὑρόντων,Gregorios Bernardakis,1895,e Reg. sac,
Plu. Caes. 45.8,ταιc,αις,Moses Solanus,1729,P.Oxy. LXXXI 5270,
Plu. Caes. 45.8,τοῖς,del.,Adolph Emperius,1935,P.Oxy. LXXXI 5270,apud Ziegler
Plu. Cat.Ma. 23.5,κ. τοῖς π.,καὶ πρὸς,Reiske,1775,Paris. gr. 1672 (B),
Plu. Cim. 16.6,-ευε,ἐκέλευσε,G. H. Schaefer,1830,Paris. gr. 1673 (C),
Plu. Cim. 18.8,ἀνάγοντ-,ἀναγαγόντες,G. H. Schaefer,1830,Paris. gr. 1673 (C),
Plu. Comp. Lyc. Num. 3.5,ἀν-,συνερραμμέναι,Henrik van Herwerden,1887,S1,Lucubr. p. 83
Plu. Flam. 14.1,-λλίω,καλὴν,G. H. Schaefer,1830,Marc. 386 (K),'Vellem liber daret positivum.'
Poll. 10.63,κατάχυτλον/-χύτου,-χύτλου,Salmasius,s.xvii in.,Laur. 56.1 (L),
Poll. 10.74,δανείζειν,διανίζειν,Henrik van Herwerden,1882,Paris. gr. 2646 (F),Mnem.
Polyzel. fr. 2,ἔν-,εὔυδρον,Meineke,1839–57,Phot. ε 986,
Porph. Antr. 8,ἔρχετ᾽,ἔρχεταί τ᾽,Rudolf Hercher,1858,Vat. gr. 325 (V),
Priap. 37.9,par,pars,Gonsalius de Salas,1629,cod. Grisselii (G),p. 207
Priap. 42.2,facta,facili,Scaliger,1773,Voss. unus Burmanni,apud Burmannum
Priap. 50.6,-tris,noster,Nicolaus Heinsius,1773,Vat. lat. 2876 (Y),apud Burmannum
Priap. 83.43,arrig-/dirig-/rig-/erigit,erigat,Emil Baehrens,1878,Rehdiger. 125 (r),
Priscian. Inst. 18.197,ὅσοι γὰρ/θεοῖς ἄρ',θεοὶ γὰρ,Madvig,1846,VR,Philol. 1 (1846) 672
Prob. vita Pers. l. 37,centies,centum,Casaubon,n.d.,Lond. mus. Brit. Reg. 15 B XIX,
ProdRhod 1.38,ξυνεδέθ-,ξυνεσχέθησαν,Isidor Hilberg,1877,UL,
Prop. 1.6.9,meam,se iam,Nicolaus Heinsius,1742,recc.,
Prop. 1.9.29,manus,malus,Franciscus Modius,1584,recc.,p. 81
Prop. 1.12.7,illo,ullo,Nicolaus Heinsius,1742,recc.,
Prop. 1.20.6,Therodom-,Theiodamanteo,H. E. Butler,1905,Ambros. H 46 sup.,New
Prop. 2.4.13,-o,subitum,Nicolaus Heinsius,1742,Casanat. 3227,
Prop. 2.6.12,c. qua,cum quae,Janus Dousa II,1581–92,recc.,
Prop. 2.7.11,tibi,mihi,Hermann Kraffert,1883,Paris. lat. 7990,
Prop. 2.8.8,-is,uinces,Authur Palmer,1883,recc.,
Prop. 2.9.41,sunt,sint,Pieter Burman II,1780,recc.,
Prop. 2.10.11,-a,anime,Nicolaus Heinsius,1742,Salmant. 86,
Prop. 2.15.1,o nox,nox ο,Francesco Pucci,1827,recc.,
Prop. 2.23.4,promi-,commissa,Filippo Beroaldo I,1486,recc.,
Prop. 2.26.54,uor-/uac-,uocans,Housman,1888,Monac. Vniu.Cim.22 (S),
Prop. 3.3.17,hic,hinc,Antonius Volscus,1488,recc.,
Prop. 3.3.31,turba,cura,Jean Passerat,1608,recc.,
Prop. 3.8.40,-am,offensa,Francesco Pucci,1827,recc.,
Prop. 3.10.26,aura,ara,François Guyet,1742,recc.,apud Heinsium
Prop. 3.11.45,canopeia,conopia,Nicolaus Heinsius,1742,recc.,
Prop. 3.16.23,huc,haec,François Guyet,1742,recc.,apud Heinsium
Prop. 3.20.4,-isne,tantine,Gronovius,1662,Berol. lat. 500,
Prop. 3.22.25,-ii,socia,Francesco Pucci,1827,recc.,
Prop. 3.24.12,uerba,uera,Johannes Livineius,1621,Vat. Chig. Η IV 123,
Prop. 4.3.8,-us,munito,Filippo Beroaldo I,1486,Berol. lat. 500,
Prop. 4.5.76,hunc,hanc,Marcus Antonius Pocchus,1502,recc.,
Prop. 4.5.77,c(a)edito,caedite,Johannes Livineius,1621,recc.,
Prop. 4.8.28,-it,uolui,Filippo Beroaldo I,1486,recc.,
Ps. Apul. Ascl. 1,atque,Tatque,Bernays,1885,Brux. 10054–10056 (B),
Ps. Apul. Ascl. 4,-atur,servantur,Wilhelm Kroll,1898,RT,RhM
Ps. Apul. Ascl. 5,-cuius,alicui,Wilhelm Kroll,1898,Vat. Regin. lat. 1572 (R),RhM
Ps. Apul. Ascl. 26,pestilentibus usque,p. iisque,Bernays,1885,Brux. 10054–10056 (B),
Ps. Apul. Ascl. 34,-am/-ae,mensuras,Alois Goldbacher,1885,Brux. 10054–10056 (B),
Ps. Apul. Ascl. 36,namque,nam quae,Wilhelm Kroll,1898,Brux. 10054–10056 (B),RhM
Ps. Apul. Ascl. 38,-es,putassis,Heinrich Koziol,1870,Brux. 10054–10056 (B),p. 15
Ps. Quint. decl. 1.1,quae,quo,J. J. Wiles,1922,Paris. lat. 7800 (C),m. sec.
Ps. Quint. decl. 1.11,-em,luce,Rudolf Helm,1955,Montepess. H 226 (M),
Ps. Quint. decl. 1.13,-um,occisurus,Winterbottom,1980,M2,
Ps. Quint. decl. 1.17,-batur,quaerebat,Johannes Schultingh,1720,Paris. lat. 1618 (π),apud Burmannum
Ps. Quint. decl. 2.23,cand-,cadentia,Erwin Rohde,1881,Sorbon. 629 (S),apud Ritter p. 15
Ps. Quint. decl. 3.8,-am,gratia,Ulrich Obrecht,1698,πE,
Ps. Quint. decl. 3.15,dirig-,diligunt,Johannes Schultingh,1720,Montepess. H 226 (M),apud Burmannum
Ps. Quint. decl. 4.7,-es,infirmitatis,Ulrich Obrecht,1698,πpc,
Ps. Quint. decl. 5.12,dicis,dicitis,Richard Reitzenstein,1908,M2DE,
Ps. Quint. decl. 5.12,-ting-,contigit,Richard Reitzenstein,1908,Paris. lat. 7802 (D),
Ps. Quint. decl. 5.13,-eret,contenderes,Richard Reitzenstein,1908,C2,
Ps. Quint. decl. 5.22,ne,nec,Winterbottom,1980,C2E,
Ps. Quint. decl. 6.4,h. ratio,humanarum rerum ratio,Ellis,1909,Paris. lat. 1618 (π),
Ps. Quint. decl. 6.9,-as,obsta,Georg Lehnert,1905,Paris. lat. 1618 (π),
Ps. Quint. decl. 6.19,-ent,debuisset,Richard Reitzenstein,1909,Paris. lat. 7802 (D),
Ps. Quint. decl. 8.19,inauditae,tam inauditae,D. R. S. Bailey,1976,Paris. lat. 15103 (E),
Ps. Quint. decl. 8.22,-rum,conditorium,Johannes Schultingh,1720,Vat. Ottob. 1207 (O),apud Burmannum; m. sec.
Ps. Quint. decl. 9.21,-os,inclusus,Georg Lehnert,1905,Paris. lat. 1618 (π),
Ps. Quint. decl. 10.11,rict-,risus,T. J. van Almeloveen,1720,Audomar. 663 (A),apud Burmannum
Ps. Quint. decl. 12.8,et,at,Johannes Schultingh,1720,Dpc,apud Burmannum
Ps. Quint. decl. 12.17,sper-,spirare,Hugo Dessauer,1898,Apc,
Ps. Quint. decl. 12.27,-et,cadit,Pieter Burman I,1720,Paris. lat. 1618 (π),
Ps. Quint. decl. 13.3,gress-,egressus,Gronovius,1720,Paris. lat. 15103 (E),apud Burmannum
Ps. Quint. decl. 13.6,et,id,Johannes Schultingh,1720,Audomar. 663 (A),apud Burmannum
Ps. Quint. decl. 14.2,adfl-,et affluentes,Winterbottom,1980,πA,
Ps. Quint. decl. 14.9,-e(s),fortassis,Fritz Walter,1925,Paris. lat. 1618 (π),Philol.
Ps. Quint. decl. 14.12,qur/cur/quos,quas,Richard Reitzenstein,1909,MA,p. 71
Ps. Quint. decl. 16.6,-imum,plurium,Richard Reitzenstein,1909,Paris. lat. 15103 (E),p. 61
Ps. Quint. decl. 17.12,ita,ista,Richard Reitzenstein,1909,Dac,
Ps. Quint. decl. 17.16,fat-,facto,Pieter Burman I,1720,Montepess. H 226 (M),
Ps. Quint. decl. 18.15,exut-,exustos,Johannes Schultingh,1720,Paris. lat. 7802 (D),apud Burmannum
Ps. Quint. decl. 19.8,-es,vide,Johannes Schultingh,1720,Bamb. M IV 13 (B),apud Burmannum; m. pr.
Ps. Sol. Pont. 10,candidit/-us,canduit,Emil Baehrens,1879,E,
Publil. sent. C 39,e. o.,oportet esse,Johann v. G. Fröhlich,1872,Turic. C 78 (T),apud Meyer
Publil. sent. E 5,-at,superest,Bentley,1726,κ et cod. Gryphisw.,
Publil. sent. E 21,Sine,Etiam sine,Orelli,1832,Veron. Capit. 168 (O),ed. alt.
Publil. sent. P 7,d. o.,occultas divitias,F. H. Bothe,1834,Monac. 6292 (F),
Publil. sent. P 43,-i stultus … iocus,prudentis vultus … loco,Jan Gruter,1708,Veron. Capit. 168 (O),Notae postumae p. 338
Q.S. 1.33,om.,ἕποντο,Scaliger,n.d.,Y,
Q.S. 1.71,πόλ-,πτόλεμον,Scaliger,n.d.,Y,
Q.S. 1.77,ἠὲ,ἢ,Scaliger,n.d.,Y,
Q.S. 1.143,-είας,χρυσέας,Scaliger,n.d.,Y,
Q.S. 1.169,-υίαισιν,ἁρπυίῃσι(ν),Scaliger,n.d.,Vindob. phil. gr. 5 (R),Ἀρπυίῃσι?
Q.S. 1.192,πολλὰ κακὰ,κακὰ πολλὰ,Lorenz Rhodomann,1604,Lpr,
Q.S. 1.205,-θε,ἀπάνευθεν,Scaliger,n.d.,Y,
Q.S. 1.227,μολίωνά τε,μολίονα,Lorenz Rhodomann,1604,Vindob. phil. gr. 5 (R),
Q.S. 1.261,-οις,ὤμους,Lorenz Rhodomann,1604,UQ,
Q.S. 1.282,-αλίην,Μυκάλην,Scaliger,n.d.,MR,
Q.S. 1.333,ἔναντι,ἐναντία,Scaliger,n.d.,Y,ἠριάασθαι
Q.S. 1.345,θε-,θοοῖς,Scaliger,n.d.,YUQ,
Q.S. 1.406,φρεσὶ μεμαυῖα,φρεσὶν ἐμμεμαυῖα,Lorenz Rhodomann,1604,Vindob. phil. gr. 5 (R),
Q.S. 1.406,σιφόνην,τισιφόνην,Scaliger,n.d.,Y,
Q.S. 1.457,πέλ-,πένονται,Hermann Köchly,1850,Vindob. phil. gr. 5 (R),
Q.S. 1.469,πολ-,πτολέμοιο,Scaliger,n.d.,Y,
Q.S. 1.536,δὲ,καὶ,Scaliger,n.d.,Y,
Q.S. 1.540,om.,λυγρὴ,Scaliger,n.d.,Y,
Q.S. 1.541,om.,ἔχουσα,Scaliger,n.d.,Y,
Q.S. 1.551,φρεσὶ,χερσὶ,Lorenz Rhodomann,1604,Nr,
Q.S. 1.552,-ροις,ἀμφοτέροισιν,Scaliger,n.d.,Y,
Q.S. 1.558,ἵκεσθ ̓,ἵκεσθε,Scaliger,n.d.,Vindob. phil. gr. 5 (R),ἱκέσθε?
Q.S. 1.592,κρατερῇ,κραταιῇ,Lorenz Rhodomann,1604,Vindob. phil. gr. 5 (R),
Q.S. 1.630,εἴδοντο,ἐσίδοντο,J. C. de Pauw,1734,Rsl,
Q.S. 1.637,-υγμένοι,τετρυμένοι,Lorenz Rhodomann,1604,Neap. gr. II E 24 (L),
Q.S. 1.711,διὸς,Ζηνὸς,Scaliger,n.d.,Y,
Q.S. 1.723,om.,ἤ,Lorenz Rhodomann,1604,Vindob. phil. gr. 5 (R),
Q.S. 1.779,ἐριδαί-,ἐριδμαίνειν,Scaliger,n.d.,Y,
Q.S. 1.804,πὰρ κ.,παρκατέθαψαν,Scaliger,n.d.,Y,
Q.S. 1.806,ἀμφὶ,σφὶ,Scaliger,n.d.,Y,
Q.S. 1.827,σκίδν-,ἐκίδνατο,Scaliger,n.d.,Y,
Q.S. 2.1,-χεόντων,ὑπερηχηέντων,Lorenz Rhodomann,1604,Cantab. Corp. Chr. coll. 81 (C),
Q.S. 2.30,πω,που,Scaliger,n.d.,Y,
Q.S. 2.34,νυ,ἦ νύ οἱ,Scaliger,n.d.,Y,
Q.S. 2.51,μὴ δέ τι πάτρην,μήδ’ ἐπὶ πάτρης,Scaliger,n.d.,Marc. gr. Z 456 (V),
Q.S. 2.71,-α,πάντων,Scaliger,n.d.,Y,
Q.S. 2.115,μητρὸς,μητέρος,Scaliger,n.d.,BslR,
Q.S. 2.130,ἅπαντας,ἅμα πάντας,Scaliger,n.d.,Y,
Q.S. 2.154,μάχεσθ-,μαχέσασθαι,Scaliger,n.d.,Rpc,
Q.S. 2.157,θέλ-,ἐθέλεις,Lorenz Rhodomann,1604,Y,
Q.S. 2.168,-έμω,πολέων,Lorenz Rhodomann,1604,Vindob. phil. gr. 5 (R),
Q.S. 2.175,μηδὲν,μηδὲ,Scaliger,n.d.,Y,μὴ δὲ Y
Q.S. 2.299,-τε,βεβαῶτα,Hermann Köchly,1850,Neap. gr. II F 10 (P),
Q.S. 2.314,-γου,μόθου,Hermann Köchly,1850,Vindob. phil. gr. 5 (R),
Q.S. 2.331,διήρη-,δίηται,Scaliger,n.d.,YHc,
Q.S. 2.373,ἰλη-,ἰλαδὸν,Lorenz Rhodomann,1604,Y,
Q.S. 2.408,ὃ,ὃς,Scaliger,n.d.,Y,
Q.S. 2.408,om.,περ,Lorenz Rhodomann,1604,BR,
Q.S. 2.426,μεθ-,καθημένη,Lorenz Rhodomann,1604,Marc. gr. Z 456 (V),
Q.S. 2.436,-ρηΐδ-,Νηρεΐδας,Scaliger,n.d.,Vindob. phil. gr. 5 (R),
Q.S. 2.439,δὴ μαί-,δειμαίνεσκε,Scaliger,n.d.,YUQ,
Q.S. 2.441,-που,Οὐλύμποιο,Scaliger,n.d.,Y,
Q.S. 2.464,om.,δὲ,Scaliger,n.d.,Y,
Q.S. 2.495,ὑπ-,ἐπέβραχεν,Franz Spitzner,1839,Neap. gr. II E 24 (L),Pforte
Q.S. 2.509,δ. δ ̓ ἄρ’,δοιαὶ ἄρ’,Scaliger,n.d.,Vindob. phil. gr. 5 (R),
Q.S. 2.535,τρε-,χρεμέθοντες,Scaliger,n.d.,Y,
Q.S. 2.545,-χε,βράχεν,Scaliger,n.d.,Y,
Q.S. 2.562,-τώδης,αἱματόεις,Scaliger,n.d.,Vindob. phil. gr. 5 (R),
Q.S. 2.566,τυπο-,πυθομένους,Scaliger,n.d.,Y,
Q.S. 2.573,ὑπ ̓ ἠερίοιο φέρεσθαι,ὑπηέριοι φορέεσθαι,Scaliger,n.d.,Y,
Q.S. 2.595,δυώδεκα,δυοκαίδεκα,Scaliger,n.d.,Vindob. phil. gr. 5 (R),
Q.S. 2.609,-ον,φίλε,Scaliger,n.d.,Y,
Q.S. 2.658,-ουσ',εἰσανόρουσεν,Scaliger,n.d.,CpcB,
Q.S. 2.664,ἐέργει,ἔχει,Scaliger,n.d.,Y,
Q.S. 3.72,μοι,με,Scaliger,n.d.,Y,
Q.S. 3.89,ὂν,ἰὸν,Scaliger,n.d.,Y,
Q.S. 3.94,διάνδιχα,διὰ δ ̓ ἄνδιχα,Eduard Gerhard,1816,Lsl,
Q.S. 3.101,-ύμενος,δαινυμένοις,Scaliger,n.d.,Y,
Q.S. 3.110,-τεροῖο,κραταιοῦ,Scaliger,n.d.,Vindob. phil. gr. 5 (R),
Q.S. 3.129,ἀμείβ-,ἀπαμείβετο,Scaliger,n.d.,Y,
Q.S. 3.154,κέασε,-σσε,Constantine Lascaris,1496,LslR,
Q.S. 3.155,ἐρύσ-,ἐρείσας,Lorenz Rhodomann,1604,Brux. gr. 11.400 (B),
Q.S. 3.165,ἐπέτον-,ἐφέβοντο,Scaliger,n.d.,Marc. gr. Z 456 (V),
Q.S. 3.213,-ἐβασαν,ἀμφέβαν,Scaliger,n.d.,LR,
Q.S. 3.222,-έωνται,ποτέονται,Scaliger,n.d.,Y,
Q.S. 3.234,ἀντι ἀμασικ-,ἀντία Μασσικύτοιο,Scaliger,n.d.,MHcR,
Q.S. 3.234,-όνης,Χελιδονίης,Scaliger,n.d.,YHc,
Q.S. 3.259,-ιν,δωτίνῃσι,Lorenz Rhodomann,1604,Y,
Q.S. 3.264,-νοῖσιν,οὐτιδανῇσιν,Scaliger,n.d.,MDHc,
Q.S. 3.266,ἐρυ-,ἐρεμνάς,Lorenz Rhodomann,1604,Neap. gr. II F 10 (P),
Q.S. 3.275,ἀχιλῆος,Ἀχιλλέος,Scaliger,n.d.,Y,
Q.S. 3.297,φοβέοντο,φέβοντο,J. C. de Pauw,1734,Neap. gr. II E 24 (L),
Q.S. 3.299,μαίναλον,μαινάλου,Scaliger,n.d.,Y,Μαίναλου Scal.?
Q.S. 3.302,-μοῦ,ποταμοῖο,Scaliger,n.d.,LR,
Q.S. 3.333,κρατός,κράατος,Scaliger,n.d.,LslR,
Q.S. 3.398,ἀχθ-,ἐχθóμενον,Scaliger,n.d.,Y,
Q.S. 3.419,θεοτεύκτ-,θεοκτήτοισι,Scaliger,n.d.,Y,
Q.S. 3.421,-αχέι,πολυαχθέι,Scaliger,n.d.,YHc,
Q.S. 3.437,ἔκπροθεν,ἔμποθεν,Scaliger,n.d.,Y,ἔκποθεν Y
Q.S. 3.467,ἀγαυούς,ἀγανούς,Scaliger,n.d.,YDUQ,
Q.S. 3.473,δέ μοι,δ ̓ ἐμοῖσι,Lorenz Rhodomann,1604,Lpc,
Q.S. 3.474,χείρεσι,χείλεσι,Scaliger,n.d.,YHc,
Q.S. 3.495,-νοιο,καταφθιμένου,Scaliger,n.d.,Vindob. phil. gr. 5 (R),
Q.S. 3.496,-νέεσσιν,δυσμενέσιν,Scaliger,n.d.,YHc,
Q.S. 3.499,τοι,τι,Hermann Köchly,1850,Lpr,
Q.S. 3.499,-οις,λόγοισι,Scaliger,n.d.,YC,
Q.S. 3.501,ὡς,ὃς,Scaliger,n.d.,Y,
Q.S. 3.527,-τες … λέοντος,θέντας … λέβητας,Scaliger,n.d.,Y,
Q.S. 3.531,-τες,πάντα,Scaliger,n.d.,Y,
Q.S. 3.582,ὀρινομένοιο,ὀ. γόοιο,Scaliger,n.d.,Vindob. phil. gr. 5 (R),
Q.S. 3.610,εὐρέ-,εὐρυρέεθρος,Scaliger,n.d.,PR,
Q.S. 3.621,μοι,με,Lorenz Rhodomann,1604,Vindob. phil. gr. 5 (R),
Q.S. 3.710,πυρὶ,πυρῇ,Scaliger,n.d.,Y,
Q.S. 3.714,om.,ὁμῶς,Scaliger,n.d.,Neap. gr. II F 10 (P),
Q.S. 3.783,om.,δέ,Lorenz Rhodomann,1604,Vindob. phil. gr. 5 (R),
Q.S. 4.39,ἐγὼ ἔτι,ἔτ ̓ ἐγὼ,Lorenz Rhodomann,1604,Neap. gr. II F 10 (P),
Q.S. 4.65,-σι δόρ-,νηυσὶν ἐδόρπεον,Scaliger,n.d.,Neap. gr. II F 10 (P),
Q.S. 4.98,εἰ,ἔτι,Lorenz Rhodomann,1604,Neap. gr. II F 10 (P),
Q.S. 4.128,τοὔνεκ ̓,τοὔνεκεν,Scaliger,n.d.,PL,
Q.S. 4.140,εἰς,ἐς,Scaliger,n.d.,Vindob. phil. gr. 5 (R),
Q.S. 4.144,-λέος,Νηλῆος,Scaliger,n.d.,Rpc,
Q.S. 4.144,ἠὺς,ἐὺς,Scaliger,n.d.,Neap. gr. II F 10 (P),
Q.S. 4.154,ἠδ ̓,ἰδ’,Lorenz Rhodomann,1604,Neap. gr. II F 10 (P),
Q.S. 4.191,ἅμ ̓ αὐτῆ ὅσαι,ὅσσαι ἅμ’ αὐτῆ,Scaliger,n.d.,PHc,
Q.S. 4.193,-του,ὠκυτάτοιο,Scaliger,n.d.,Neap. gr. II F 10 (P),
Q.S. 4.297,ἀέθλων,ἄεθλον,Lorenz Rhodomann,1604,Scorial. Σ II 6,
Q.S. 4.400,om.,τὸ,C. L. Struve,1854,Lsl,
