Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Eur. Rh. 694,χεῖρα,χέρα,Samuel Musgrave,1778,Haun. 417 (Hn),
Eur. Rh. 855,-ᾶ(ι),μηχαναὶ,Samuel Musgrave,1778,Et.Gen. B,
Eur. Rh. 883,ἄγει/ἄγοι,ἀνάγει,Benjamin Heath,1762,Ambros. F 205 inf. (Af),p. 97
Eur. Rh. (a) 8,ἀπ-,ὑπέστρεφον,Eduard Schwartz,1891,Palat. gr. 98 (Va),
Eur. Supp. 1150,-ῶν,δαναϊδᾶν,Elmsley,n.d.,Triclinii emendatio 1,
Eur. T 1.IA.2–3,ἑταῖρος δὲ δοκεῖ,ἑταῖρος. δοκεῖ δὲ,Elmsley,1821,RwZc,
Eur. Tr. 578,ἰώ μοι μοὶ,οἴμοι,Burges,n.d.,Σ,
Eur. Tr. 633,τ. δ',τῶι μὲν,Burges,n.d.,Stob. Spc,
Eur. Tr. 802,-νας,᾿Αθάνα,Johannes Gregoropulos,1503,Σi,
Eur. Tr. 930,ὑπεκδ-,ὑπερδράμοι,Willem Canter,1571,Tzetzae cod. Lips.,
Eur. Tr. 931,ἐνθένδ᾽,ἔνθεν δ᾽,Tyrrell,n.d.,Harl. 5743 (q),
Eur. Tr. 1053,δ',γ',Johannes Livineius,1581–2,Haun. 417 (Wecklein),
Eur. Tr. 1076,σὺν δ',συνδώδεκα,Joshua Barnes,n.d.,Palat. gr. 98 (Va),
Eur. Tr. 1234,-ίσει,φροντιεῖ,A. Matthiae,n.d.,Chr. Pat. 1383,
Eur. Tr. 1277,ἀμ-,ἐμπνέουϲ᾽,Gilbert Wakefield,1790,q et Chr. Pat. 1704,
Eur. Tr. 1306,κρύπτουσα,κτυποῦσα,Samuel Musgrave,n.d.,Σ,
Eur. fr. 119 + 120.6,πατρος,πάτρας,Heinrich Düntzer,1850,P.Oxy. XXXII 2628,Philologus 5 (1850) 186
Eur. fr. 495.42,τῶν τέχνων,τω]ν κενων,Conrad Gessner,1543,BKT V/II 5514,
Eur. fr. 588.3,οὐδὲν,οὐδέν᾽,Grotius,1623,Diog. Laert. Bc,
Eur. fr. 653.4,ἄρα καί,χρῆν,Nauck,1855,P.Oxy. XLV 3214,Obs. 45 sq.
Eur. fr. 752k.20,οὖϲι(ν),θύειν,Cobet,s.xix med.,P.Oxy. VI 852,
Eur. fr. 757.843,-φερον,ἔφερβον,Gilbert Murray,1906,P.Petr. II 49(c),
Eur. fr. 820b.4,θεοῦ,θεῶν,Wilamowitz,s.xix/xx,PSI XV 1476,
Eur. fr. 870,αἷμα,ὄμμα,J. F. Boissonade,1826,Phot. z,
Eur. fr. 911.2,ἐρόεντα,πτερ-,Grotius,1626,P.Oxy. IX 1176,Satyr. Vit.Eur.; πτε[...]τα
Eur. fr. 912.1,χοήν,χλόην,Bergk,1839–41,P.Oxy. IX 1176,ap. Welcker 1602
Eur. fr. 912.2,φέρων,φέρω,Grotius,1626,P.Oxy. IX 1176,φερ[.]
Eur. fr. 1063.2,ἄνδρ᾽ ἢ κτλ.,ἄνδρα χρὴ,Conrad Gessner,1543,Chor. 32.52,
Eust. Il. 353.33,-ὸς,αἰσχρῶς,Guarinus Camers,s.xv/xvi,Laur. 59.2 et 3 (L),
Eust. Il. 1291.44,οὔ τοι,οὗτοι,Guarinus Camers,s.xv/xvi,Laur. 59.2 et 3 (L),
Fronto p. 252.10,om.,τις,Philipp Buttmann,1816,Mai a. 1817 et Naber,apud Niebuhr
Fronto p. 252.11,μηδέπως ἐσωρακότων,μηδέπω σε ἑωρακότων,Philipp Buttmann,1816,Mai a. 1817 et Naber,apud Niebuhr
Fronto p. 255.2,ταισο,ιλισον,Philipp Buttmann,1816,teste Brakman,apud Niebuhr
Gorg. Hel. 13,ὡς ε.,εὐμετάβολον,Reiske,1773,HW,
Gorg. Hel. 20,ἔπραξε,ἔπραξεν ἃ ἔ.,Reiske,1773,Lond. Burn. 95 (A),
Gorg. Hel. 21,ἐπ' ἀ.,ἐν ἀρχῇ,Reiske,1773,Lond. Burn. 95 (A),
Gorg. Pal. 29,καὶ δ. μ.,καὶ δεύτερον καὶ μέγιστον,Reiske,1773,AB,
Gorg. Pal. 30,-ήματα,πλεονέκτημα,Reiske,1773,cod. Vratisl. (Z),
Gr.Naz. Ep. 234.1,πυκ-,πτυκτίον,Emil Heitz,1865,ARΠMF,
Harp. Α 19,-θίας,πυθέας,Ph. J. de Maussac,1614,Mediol. 26 (H),
Harp. Ε 103,ἐχει-,χειροτονεῖ,Bekker,1833,Arist. Ath.,
Harp. Κ 5,ἢ ἐν ὁ.,ἣν ὁδῷ,P. J. de Maussac,1614,pl,
Harp. Κ 26,om.,καὶ,Hermann Sauppe,1850,P.Ryl. III 532,
Harp. Κ 63,-ει(ν),βλιμάζῃ,Nicolaas Blancard,1683,Marc. 444 (K),
Harp. Ν 19,ἱμερ-,ἡμεραίου,Ph. J. de Maussac,1614,Cantab. Trin. Coll. 0.1.5 (P),teste Conomis
Harp. Σ 19,ιε,"ι,ε",J. T. Voemel,1850,Matrit. 95 (U),apud Baiter-Sauppe?
Hdn. Fig. Walz p. 601.10,Τυδεὺς,ὁ Τυδεὺς,Brunck,1786,Hav,
Hdt. 1.76.3,ἐπειρῶντο,-ρέοντο,Dindorf,,P.Oxy. I 19,
Hdt. 1.90.3,ἐπαρ-,ἐπαερθεὶς,Heinrich Stein,1869–71,Vat. gr. 2369 (D),
Hdt. 1.105.4,ὁ θέος,η θε[ος,Hude,,P.Oxy. X 1244,
Hdt. 1.107.1,ὑπο-,ῡπερθεμενος,Henri Estienne,,P.Oxy. X 1244,
Hdt. 1.116.1,ἐσή(ι)ει,ἐσήιε,Bekker,1833,P.Münch. II 40 = Pap. graec. mon. 89,
Hdt. 1.116.1,ἐσή(ι)ει,ἐσήιε,Portus,n.d.,P.Münch. II 40 = Pap. graec. mon. 89,
Hdt. 1.132.2,om.,τε,Hermann Kallenberg,1894,P.Oxy. XVII 2096,
Hdt. 1.184,ἐπεκ-,ἐκόσμησαν,Enoch Powell,1949,SV,
Hdt. 1.196.1,ὧδε,οἵδε,Eltz,n.d.,P.Ross.Georg. I 15,
Hdt. 1.196.3,οἱ ἐξέλθοι,διεξέλθοι,Stephan Bergler,1715,P.Ross.Georg. I 15,B. apud Gronovium
Hdt. 1.196.3,ἀνάγεϑαι,ἀγαγέσθαι,Heinrich Stein,1869–71,Vac,ἀγάγεσθαι Vac
Hdt. 1.207.2,ἐμὲ σοὶ,ἐμέ σοι,Johannes Schweighäuser,1816,UX,
Hdt. 2.79.1,ἅπαξ ἅ,ἁπαξὰ,Hoffmann,n.d.,P.Oxy. inv. 85/40a,
Hdt. 2.175.1,οἱ,οἷα,F. L. Abresch,s.xviii med.,P.Oxy. VIII 1092,
Hdt. 3.108.4,μήτρῃ,μητρὶ,Bekker,1833,D1,
Hdt. 3.119.5,-ώτατος,ἀλλοτριώτερος,Reiske,n.d.,Athous Dion. 90 (𝕬),
Hdt. 4.43.5,-λιπόντες/λείποντες,καταλείποντες,Hermann Kallenberg,1894,Vat. gr. 2369 (D),
Hdt. 4.192.1,ὄρυες,ὄρυγες,Ph.-E. Legrand,1949,Estensis gr. 221 (M),
Hdt. 5.52.4,-ον,ὕστερος,Heinrich Stein,1869–71,ex corr. D1M,
Hdt. 6.44.3,οἱ δ. α.,οἳ δὲ αὐτῶν,Reiske,,Palat. gr. 176 (Y),
Hdt. 6.57.1,πρῶτον,πρώτων,Reiske,,Vindob. hist.gr. 85 (V),
Hdt. 6.105.2,σφίσι ἤ.,σφι ἤδη,Heinrich Stein,1869–71,Vat. gr. 2369 (D),
Hdt. 6.105.3,σφίσι,σφι,Heinrich Stein,1869–71,Vat. gr. 2369 (D),
Hdt. 7.61.3,δὲ,δὴ,Heinrich Stein,1869–71,Vat. gr. 2369 (D),
Hdt. 7.134.2,τῷ,τῶν,Reiske,,Const. Porph.,
Hdt. 7.165,-όνων,Σαρδονίων,Valckenaer,,Cac,
Hdt. 7.196,ναυτικὸς ὁ τῶν,ν. τ.,G. H. Schaefer,n.d.,Estensis gr. 221 (M),
Hdt. 7.226.1,ἀφί- κτλ.,ἀπίωσι,Dindorf,n.d.,Athous Dion. 90 (𝕬),
Hdt. 8.75.3,οὐτέτι,οὔτ' ἔτι,G. H. Schaefer,n.d.,Vat. gr. 2369 (D),
Hdt. 8.112.2,λέγων,λ. δὲ,Reiske,,Estensis gr. 221 (M),
Hdt. 9.43.2,-ων,Μουσαίου,Bekker,1833,Vat. gr. 2369 (D),
Hdt. 9.66.2,-μένως,κατηρτισμένους,Henrik van Herwerden,,Vac,
Herm. Sim. 8.54,λοιπόν,αὐτόν,Adolf Hilgenfeld,1866,P.Oxy. XIII 1599,
Hes. Op. 66,-κόρους,γυιοβόρους,François Guyet,1667,Laur. Plut. 32.16,apud Graevium; m. sec.
Hes. Op. 146,-ιες,ὕβριος,M. L. West,1964,P.Berol. 21107,Philol.
Hes. Op. 263,-λῆες,βασιλῆς,G. H. Schaefer,1817,P.Oxy. VIII 1090,apud Brunck
Hes. Op. 264,δικῶν,δικέων,Adolf Kirchhoff,1889,P.Oxy. VIII 1090,
Hes. Op. 268,ἐθέληισ',ἐθέληι,K. F. Heinrich,1815,P.Oxy. VIII 1090,apud Twesten
Hes. Op. 295,κἀκεῖνος,καικειν[ος,G. H. Schaefer,1817,P.Oxy. XLV 3230,apud Brunck
Hes. Op. 378,θάνοις,θανοι,Hermann,1837,P.Mich. 6828,Jb. f. Ph. 21
Hes. Op. 518,βορέου,βορεω,Alois Rzach,1884,P.Oxy. XLV 3228,
Hes. Op. 549,-ος,πυροφόροις,Hermann,1831,Paris. gr. 2707,Wien. Jb.
Hes. Sc. 15,οὐ γάρ οἱ,οὐδέ οἱ,Hermann,1874,Stud.Pal. I,
Hes. Sc. 146,λευκὰ θ.,λευκαθεόντων,Wackernagel,1925,Ambros. C 222 inf. (J),Glotta ; p.c.
Hes. Sc. 432,ἐλθεῖν,ἐλθέμεν,Nauck,1889,Stud.Pal. I,
Hes. Th. 87,αἶψα τε,αἶψά κε,Rudolf Peppmüller,1896,P.Achm. 3,
Hes. Th. 93,οἷά τε,τοίη,François Guyet,1667,P.Achm. 3,apud Graevium
Hes. Th. 466,γ',γ' αρ',Rudolf Peppmüller,1896,P.Oxy. XXXII 2644,
Hes. Th. 481,μὲν,μιν,Hermann,1831,k,
Hes. Th. 656,ὅτι,ὅ τοι,Hermann,1831,P.Ryl. 54 et P.Oxy. XXXII 2646,"'ist es wunderbar, dass niemand noch gesehen hat'"
Hes. Th. 682,π. αἰπεῖά τ᾽ ἰωὴ,ποδων τ᾽ αιπεῖα ϊ[ωη,Hermann,1831,P.Oxy. XXXII 2648,
Hes. Th. 768,habent,del.,F. A. Wolf,1783,P.Oxy. XXXII 2648,= Od. 10.534; 11.47
Hippon. fr. 103.11,πασπάλιν φαγὼν γ.,πασ]πα[λ]ηφάγον γρομφίν,Johannes Pierson,1759,P.Oxy. XVIII 2175,Lexicon Atticum s.v. πασπάλη ('scrofam polline pastam')
Hom. Il. 1.107,τα κάκ' ἐστὶ φίλα,φ[ιλ]ο̣ν̣ εστι κακ[α,Naber,1877,P.Ryl. III 539,
Hom. Il. 2.3,-α,φρένας,Heyne,1802,2s V,
Hom. Il. 2.210,-ωι,μεγάλα,Bentley,1885,D.H. Comp. 16.1 (cod. F),J. Phil.
Hom. Il. 5.667,ἀμφιέποντες,αμ]φις έποιτ[ες,T. S. Brandreth,1841,P.Oxy. IV 759,
Hom. Il. 6.90,ὅς,ο,Bentley,1885,P.Tebt. 899,J. Phil.
Hom. Il. 6.493,πᾶσιν ἐμοὶ δὲ μάλιστα τοὶ Ἰλίῳ,πασι μαλιστα δ εμοι τοι Ιλιωι,C. A. J. Hoffmann,s.xix med.,P.Oxy. III 445,
Hom. Il. 9.570,πρόχ-,πρόγνυ,Albert Thumb,1913,Bodl. Auct. T.2.7 (R),apud Brugmann-Thumb; s.l.
Hom. Il. 12.449,εἰσ'· ὃ δέ μιν ῥέα,ει[σιν ο δε]ρρεα,Nauck,1877,P.Lond.Lit. 251 + P.Harr. I 36,
Hom. Il. 13.742,ἤ κεν ἐνὶ,ηε κεν εν,H. L. Ahrens,1843,P.Amh. inv. G 202,Rh. Mus. 2 (1843) 170
Hom. Il. 16.145,-ύμεν,ζευγνῦμεν,Joshua Barnes,1711,P.Oxy. XLVII 3323,
Hom. Il. 16.389,τῶν,τοῦ,Walter Leaf,1888,recc.,
Hom. Il. 17.89,ἀσβέστωι,ἀσβέτωι,A. Ludwich,1916,P.Berol. inv. 16007,Rh. Mus. 71 (1916) 211
Hom. Il. 17.435,-κει,ἑστήκηι,Hermann,1813,P.Ross.Georg. I 4,Serm. Hom. diss. II
Hom. Il. 18.144,υἱεῖ,υἱέ ̓,Alois Rzach,1887,recc.,
Hom. Il. 23.198,ὠκέα δ',ὦκα δὲ,Bentley,1885,P.Grenf. II 4,J. Phil.
Hom. Il. 23.535,δ᾽ ἐν ᾿Αργείοις,δ]᾽ εν Αχαιοισιν,Nauck,1877,BKT V/I 5,
Hom. Il. 24.192,κεχάνδει,κεχ]όνδει,August Fick,1886,P.Lond.Lit. 27,
Hom. Od. 1.23,-ας,Αἰθίοπες,Bentley,1894,Str. 6.30 etc.,J. Phil. 22
Hom. Od. 1.70,ὅου,ὅο,Philipp Buttmann,n.d.,Heidelb. Palat. gr. 45 (P),a.c.
Hom. Od. 1.112,"προτίθεντο, ἰδὲ","τ', ἠδὲ",Bentley,1894,CR10 (Leaf),
Hom. Od. 2.247,ἑὸν,(δώμαθ’) ἑὰ,Bentley,1894,Vat. 1627 (R7),
Hom. Od. 4.775,-ας,πάντες,Bentley,1894,Vindob. phil. gr. 56 (Y),
Hom. Od. 5.8,καὶ,μηδ’,Nauck,1874,P.Tebt. III/I 697,
Hom. Od. 5.243,-υτο,ἤνετο,Nauck,1874,Laur. 32.24 (G),s.l. et m. sec.
Hom. Od. 5.281,ῥινὸν,ῥίον,J. U. Faesi,1849,Vat. Ottob. 57 (R10),γρ
Hom. Od. 5.356,-ον,ἄλλος,Bentley,1894,q s,
Hom. Od. 5.426,-φθη,δρύφη,W. C. Kayser,1878,L7 U7,1874?
Hom. Od. 7.156,-έστερος,προγ]ενεστ̣α̣τος,Bekker,1858,P.Oxy. inv. 103/56 (b),
Hom. Od. 8.74,-ης,οἴμη,Bentley,1894,Palat. 45,
Hom. Od. 8.106 schol.,εὐφύ-,ἐν φύλλοισιν,Joshua Barnes,1711,Marc. 613,Homeri Odyssea p. 171
Hom. Od. 8.312,ὄφελλ-,ὄφειλον,Nauck,1874,C L7 R4 (a),
Hom. Od. 8.435,τ. ἵστασαν,στῆσαν τρίποδ’,K. H. F. Grashof,1846–52,Ho N,
Hom. Od. 9.138,εἰσόκε ναυτέων,-κεν αὖτε,Bentley,1894,d q,
Hom. Od. 9.393,-ρου γε κ.,σιδήροιο κράτος,Nauck,1874,Venet. cl. ix num. 29 (U8),
Hom. Od. 10.10,αὐλῆ(ι),αὐδῆι,G. W. Nitzsch,1826–40,P.Oxy. XLIX 3441,αυδη[]
Hom. Od. 10.19,δῶκε δέ μοι ἐκδ-,δῶκέ μοι ἐκδείρας,J. H. Voß,1838,P. Oxy. XLIX 3441,
Hom. Od. 10.385,λύσασθ’,λῦσαί θ’,Philipp Buttmann,n.d.,Sext. Math. 1.295,
Hom. Od. 11.393,ἔτ’ ἦν,εην,Nauck,1874,P. CtYBR inv. 5128,
Hom. Od. 11.580,ἥλκησε,ἕλκυσσε,Nauck,1874,d,
Hom. Od. 15.206,ἐν(ὶ),επι,Heinrich Düntzer,1863,P.Amh. II 23 et P.S.I. XIII 1299,
Hom. Od. 20.6,-όων,ἐγρηγορέων,F. H. Bothe,1835,Gal. De plac. Hipp. et Plat. 3.3.8,
Hom. Od. 22.258,-κει,βεβλήκειν,Bekker,1843,P.Ryl. I 53,
Hom. Od. 23.188,-κται,τέτυκτο,K. H. F. Grashof,1846–52,P.Ryl. I 53,
Hom. Od. 23.192,ὄφρ’ ἐτέλεσσα,οφρα τελεσ[σα,Bekker,1858,P.Oxy. III 448,
Hom. Od. 23.259,ἐϋκτίμενον,ες υψοροφον,Bekker,1858,P.Ryl. I 53 et P.Oxy. inv. 203B.35/H(1–3),
Hom. Od. 23.276,-ευσεν,ἐκέλευεν,Joshua Barnes,1711,P.Ryl. I 53 et Monac. gr. 519 B (U),
Hom. Od. 24.137,κεῖτ-,κῆται,F. A. Wolf,1807,P.Ryl. I 53,
Hom. Od. 24.207,πόλλ’ ἐμόγησεν,πόλλὰ μογη[σεν,Bekker,1858,P.Ryl. I 53,
Hom. Od. 24.209,ἠδὲ ἴαυον,ἠδ’ ενϊαυον,Nauck,1874,P.Ryl. I 53,
Hsch. α 2737,παλαιός,μάταιος,F. W. Schmidt,1886,Cyrill. ph,"Krit. St. 1,112"
Hsch. α 2737,ἀλαιός,ἀλεός,Gottfried Sopingius,s.xvi/xvii,Cyrill. ph,apud Schrevelius/Alberti
Hsch. κ 4905,καμίκην,Καμικοῖς,Johann Alberti,1766,Cyrill.,
Isoc. 1.12,-οίης,δοκεῖς,Bekker,1822,Paris. 2010 (Y),
Isoc. 2.2,διοικοίης,διοικῇς,Blass,1891,pap. Massil. = CPF I.2 17,
Isoc. 2.8,ταῖς μοναρχίαις,τὰς μοναρχίας,Cobet,1783,pap. Massil. = CPF I.2 17,
Isoc. 2.20,τὰ μὲν πρὸς/τὰ περί,τὰ πρὸς,Bekker,1822,P.Köln VI 253,
Isoc. 2.25,-νείκει,φιλονίκει,Blass,1891,P.Kellis III Gr. 95.3,
Isoc. 2.40,θαύμαζε,θαυμάσῃς,J. G. Baiter,1839,P.Kellis III Gr. 95.3,
Isoc. 4.68,γε,ελαττω γε,Cobet,1783,P.Oxy. V 844,
Isoc. 8.81,-οντα,λυπήσαντα,Cobet,1783,P.Lond.Lit 132,
Isoc. 8.84,ἐμβ-,εἰσβεβληκότων,J. G. Baiter,1839,P.Lond.Lit 132,
Isoc. 8.125,-στέρους,εὐδαιμονεστάτους,Hermann Sauppe,1839,P.Lond.Lit 132,
Joseph. AJ 7.235,ἡσθ-,πεισθεὶς,Naber,,epit. (E),Mnem.
Just. Edict. 13.24 p. 792.11,ἐπιβάλλοντα,τὸν ἐ.,Zachariae von Lingenthal,1892,P.Oxy. LXIII 4400,ZRG 13
Luc. Dom. 21,γράψωμαι,-ομαι,François Guyet,1743,LN,apud Reitzium
Luc. JTr. 37,ἀνε-,αὐτεπαγγέλτοις,François Guyet,1743,jTjUjV,apud Reitzium
Luc. Ocyp. 57,ἔστειλα,ἔτεινα,Karl Jacobitz,1841,P.Oxy. XXXI 2532,'vir doctus'
Luc. VH 1.17,καὶ ὁ Φ./καὶ Φ.,ὁ Φαέθων,Eduard Schwartz,1906,Vat. gr. 76 (P),apud Nilén; p.c.
Luc. VH 1.35,Ψιττ-,Ψηττόποδες,Graevius,1687,SΩpcZP,
Luc. VH 2.2,προσ-,προελθόντες,Moïse Du Soul,1743,ΓΩS,
Luc. VH 2.20,κατὰ,μετὰ,Moïse Du Soul,1743,ΓΩSA,
Luc. VH 2.46,-β-,Καββαλοῦσα,Moïse Du Soul,1743,Guelf. 86.7 (F),p.c.
Lyc. 136,-ῃ/-η,δίκην,Isaac Tzetzes,s.xii ex.,CDE,
Lyc. 158,γυίας,γύας,H. G. Reichard,1788,P.Oxy. LXIV 4428,
Lyc. 395,στόβους,στόμ-,Isaac Tzetzes,s.xii ex.,D1E,
Lycurg. 20,-σωμεν,κλητεύσομεν,John Taylor,1743,Bodl. Auct. T.2.8 (N),
Lycurg. 21,ἐκ γ.,ἐν γειτόνων,Hermann Sauppe,1834,N2,
Lycurg. 28,-ὸν,αὐτοὺς,P. P. Dobree,1831,Bodl. Auct. T.2.8 (N),
Lycurg. 30,-ὸν,ἑαυτῷ,Henri Estienne,1575,Bodl. Auct. T.2.8 (N),
Lycurg. 77,κριν-,κραινόντων,Cobet,,tit. Acharn.,
Lycurg. 84,ἐπιλ-,λήψονται,C. F. Heinrich,1821,Sud.,
Lycurg. 107,-ία,ἀτιμίη,Hermann,,Bodl. Auct. T.2.8 (N),
Lycurg. 107,ἀρετ-,ἐρατῆς,Valckenaer,,MZ,
Lycurg. 116,οὕτω,οὔτοι,Scaliger,n.d.,Npc,apud Conomis
Lycurg. 128,ἐστιν,ἐστιν ἐκ,Conrad Bursian,1870,Bodl. Auct. T.2.8 (N),
Lycurg. 140,ἡμ-,ὑμῶν,Hermann Sauppe,1834,Bodl. Auct. T.2.8 (N),
Lycurg. 140,πρῶτον,πρώτου,Reiske,1771,Bodl. Auct. T.2.8 (N),
Lycurg. 142,-αν,ἔθαψεν,John Taylor,1743,Ambros. A. 99 sup. (P),
Lycurg. 143,αὐτὸν τίνων,αὐτὸν˙ τίνων,John Taylor,1743,PMZ,
Lys. 1.2,καὶ ἐν δημοκρατίᾳ καὶ ὀλιγαρχίᾳ,καὶ ἐν δ. καὶ ἐν ὀ.,Antoine Leconte,pre-1586,Palat. gr. 117 (P),
Lys. 1.15,αὐτ- δὲ,αὕτη δὲ,John Taylor,1739,Tolet. Bibl. Cap. 101.16 (To),
Lys. 1.20,προσθ-,πεισθείη,Reiske,1759,Marc. 422 (H),
Lys. 2.47,π. β.,πρὸς τοὺς βαρβάρους,Reiske,1759,Bodl. Barocc. 139 (Ob),m. rec.
Lys. 6.29,ἐνθένδε,ἐνθάδε,Scaliger,2007,Laur. Plut. 57.4 (C),apud Carey
Lys. Fr. 234,ἑταίρας ἀπίας,ἑτέρας αἰτίας,Adolf Emperius,1833,Vat. gr. 66 (M),p. 47
Lys. Fr. 279.3,-ων/ἀπιόντα,παριόντα,Karl Scheibe,1841,Coisl. 249 (V),Neue Jahrb.
Marcellin. Vit. Thuc. 1,ἀνὴρ,ὁ ἀνὴρ,Casaubon,1588,Turon. 980 (T),
Marcellin. Vit. Thuc. 7,πρόσκ-,πρόκλησιν,Hude,1898,Vat. gr. 1302 (Vg),
Marcellin. Vit. Thuc. 38,εἰσαγό-,εἰσαγαγόντων,E. F. Poppo,1843,Ambros. I 25 sup. (Ab),
Marcellin. Vit. Thuc. 44,ὀλίγον,καὶ ὀ.,Thomas Arnold,1848,Paris. suppl. gr. 256 (Pl),
Marcellin. Vit. Thuc. 52,τῇ παλαιᾷ,del.,E. F. Poppo,1843,Ck Vm,
Men. Asp. 173,τ’ εμου,τ̣ι̣ μ̣[ου,E. W. Handley,1969,P.Oxy. LXI 4094,ZPE 4 (1969) 162
Men. Asp. 194,δ’ ειμαι vel δειμαι,δει με,Parsons,1969,P.Oxy. LXI 4094,ZPE 4 (1969) 163
Men. Asp. 194,δ’ ειμαι vel δειμαι,δ’ ει με,Kassel,1969,P.Oxy. LXI 4094,ZPE 4 (1969) 163
Men. Asp. 394,-ως,ασμενος,M. L. West,1966,B,Philologus 110 (1966) 157
Men. Epit. 227,δέ,δή,Wilamowitz,1925,P.Oxy. XXXVIII 2829,
Men. Epit. 385,ϲτριφνοϲ,ϲτιφ[ρο]ϲ̣[,Sandbach,1972,P.Oxy. LX 4022,
Men. Epit. 432,deest,προϲεδόκων,Edward Capps,1910,P.Oxy. LX 4022,προϲ̣[]ο̣κω[
Men. Epit. 440,ἡμ[]ην,ἡμ[έραν τρίτ]ην,Maurice Croiset,1908,P.Oxy. LX 4022,
Men. Epit. 795,πλείονα οἶδεν˙ πλείονα κακουργεῖ˙ αἰσχύνεται,πλείονα πανουργεῖ˙ πλείον’ οἶδ’˙ αἰσχύνεται,P. P. Dobree,s.xviii/xix,P.Oxy. L 3532 + 3533,Adv. II p. 284
Men. Epit. 897,συγγν[..]ης [..]ρος,συγγν[ώμ]ης [μέ]ρος,Jan van Leeuwen,1908,P.Oxy. X 1236,
Men. Her. fr. 2.2,δὲ δεῖ,δεῖ,Guillaume Morel,1553,P.Bour. 1,
Men. Kol. 50,νῦν,νυνί,Grotius,s.xvii in.,P.Oxy. III 409,Eust.1833.58.; G. apud Clericum
Men. Kon. fr. 1.2,ἴδηις,ειδηις,Meineke,1839–51,P.Berol. inv. 21312 b. c + P.Schub. 27,Men. et Phil. p. 103
Men. Mis. 51–2,ὕοντα πολλῶι,ϋοντα πολλω,Porson,s.xviii/xix,P.Oxy. XLVIII 3368,ap. Dobree Adv. II p. 285
Men. Mis. 804,ον[]ιδος <sup>η</sup>αυτη τουτο κ̣α̣τ̣[]λ̣ε[]π̣ειν []ε δ̣ει,ον[ε]ιδος <sup>η</sup>αυτη τουτο κ̣α̣τ̣[α]λ̣ε[ι]π̣ειν [σ]ε δ̣ει,Austin,1966,P.Oxy. LIX 3967,καταλιπειν
Men. Mon. 518,-ρίοις,ἐγχώροις,Grotius,1623,Marc. gr. 481 (Γ),
Men. Phasm. 73,-ϲθαι ἀν,ε]π̣ιϲημ̣[αιν]εϲθεαν,Bentley,post-1710,P.Oxy. XXXVIII 2825,Meineke Men. et Phil. p. 498
Men. Pk. 46,θ’ εαυτων,θ αυτων,W. G. Headlam,1908,P.Heid. G 219 + 239 h,
Men. Pk. 46,θ’ εαυτων,θ αυτων,W. G. Headlam,1908,P.Heid. G 219 + 239 h,
Men. Pk. 46,θ’ εαυτων,θ αυτων,Jan van Leeuwen,1908,P.Heid. G 219 + 239 h,
Men. Pk. 290,αλλ’ εις οικον τιν,εἰς δ’ οἶκόν τιν’,Eduard Schwartz,1929,P.Oxy. LXXIX 5200,Herm.
Men. Sam. 280,τουτον,τουτονϊ,Jan van Leeuwen,1908,P.Bodm. XXV et Pap. Barcin. inv. 45,
Men. Sam. 588,μικρο̄,μικρα,Leo,1907,P.Bodm. XXV et Pap. Barcin. inv. 45,NGG (1907) 315–41
Men. fr. 158.2,ἀρπάγην,ἀρπαγήν,Valckenaer,1739,Ph.Bybl. 28,Animad. p. 23
Men. fr. 167.3,-άϲαϲαν,ἐπιπολάϲαν,Wilamowitz,1870,Phot. (z) α 2806,Obs. (diss. Berol.)
Men. fr. 248,τε,δὲ,Meineke,1839–51,Schol. R Soph. OC 1375,FCG
Men. fr. 412.2,εἰς τὴν ἕκτην (ἐπὶ δέκα),ἕκτην ἐπὶ δέκα,Porson,s.xviii/xix,Ph.Bybl. 87,Misc. p. 253
Men. fr. 602.2,γε,τε,G. H. Schaefer,1817,P.Oxy. XLIX 3433,ad Brunck ΗΘΙΚΗ ΠΟΙΗϹΙϹ (1817) p. 264
Men. fr. 602.5,ἐψευϲμένοϲ,ϲ' ἐψευϲμένοϲ,Grotius,1626,P.Oxy. XLIX 3433,Exc. p. 755
Men. fr. 602.11,οἶκτον,ὄγκον,Friedrich Dübner,1860,P.Oxy. XLIX 3433,Men. et Phil. Fragm. p. 54
Men. fr. 602.18,λοιπόν,λυπηρόν,Wilamowitz,1876,P.Oxy. XLIX 3433,Herm. 11 (1876) 504
Men. fr. 644,ἀπολόμ-,ἀπωλλύμεϲθα,Theodor Kock,1880–8,Schol. V Ar. Av. 374,CAF
Men.Rh. 343.18,οἳ,οἷον,Conrad Bursian,1882,Paris. gr. 2423 (Z),
Mosch. 4.89,αὐτόν,αυτις,Iunta,1516,P.Oxy. XLVII 3325,
Nic. Al. 33,ἐπὶ σ.,ἐπισφαλεροῖσι,Bentley,1722,Marc. 477 (v),apud O. Schneider
Nic. Al. 37,-ήδην,παμπήγην,Scaliger,1856,x,apud O. Schneider
Nic. Al. 51,σιδηρήε-,σιδηρείεσσαν,Scaliger,1856,Paris. suppl. 247 (Π),apud O. Schneider
Nic. Al. 59/136,ἠέ τι,ἢ ἔτι,Bentley,1722,MR,apud O. Schneider
